"This file (cmr-smslareunion-tei-v1-answers.csv) collects the answers to the questionnaire ""cmr-smslareunion-tei-v1-questionnaire.pdf"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID;SEXE;AGE;LG_MAT_S;LG_MAT_C;LG_MAT_F;LG_MAT_O;LG_MAT_OTXT;LG_HOME_S;LG_HOME_C;LG_HOME_F;LG_HOME_O;LG_HOME_OTXT;LG_FRIEND_S;LG_FRIEND_C;LG_FRIEND_F;LG_FRIEND_O;LG_FRIEND_OTXT;LG_JOB_S;LG_JOB_C;LG_JOB_F;LG_JOB_O;LG_JOB_OTXT;STUDIES;STUDIES_TYPE;JOB;ZIP_HOME;ZIP_JOB;SMS_TIME;COUNT_WEEK;DICO;CHAT;FORUM;MAIL;WEB;DEST_JEUX;DEST_AMIS;DEST_FAM;DEST_COLL;DEST_O;DEST_OTXT;LG_DEST;LG_DESTF_S;LG_DESTF_C;LG_DESTF_F;LG_DESTF_O;LG_DESTF_OTXT;LG_DESTCON_S;LG_DESTCON_C;LG_DESTCON_F;LG_DESTCON_O;LG_DESTCON_OTXT;LG_DESTFAM_S;LG_DESTFAM_C;LG_DESTFAM_F;LG_DESTFAM_O;LG_DESTFAM_OTXT;LG_DESTCOL_S;LG_DESTCOL_C;LG_DESTCOL_F;LG_DESTCOL_O;LG_DESTCOL_OTXT;LG_DESTO_O;LG_DESTO_OTXT;DECODE;LG_SMS_NO;LG_SMS_FR;LG_SMS_CR;LG_SMS_O;LG_SMS_OTXT;LG_MIX;LG_MIX_S;LG_MIX_C;LG_MIX_F;LG_MIX_O;LG_MIX_OTXT;H_LEC;LEC_T_JOU;LEC_T_BD;LEC_T_WEB;LEC_T_SONG;LEC_T_BOOK;LEC_T_O;LEC_T_OTXT;LEC_CR;LEC_CR_JOU;LEC_CR_BD;LEC_CR_WEB;LEC_CR_SONG;LEC_CR_BOOK;LEC_CR_O;LEC_CR_OTXT;REDAC;REDAC_MOTS;REDAC_TRA;REDAC_JI;REDAC_O;REDAC_OTXT;REDAC_COMMENT;REDAC_CR;REDAC_CR_COMMENT;POB_PARTICIP;POB_COMMENT;FORM_DATE
cmr-slr-c001-p0086;f;18;;yes;yes;;;;yes;;;;;yes;;;;;yes;yes;;;bac;g;sans;97412;97412;more5;20to50;no;regul;jms;rare;regul;3;1;2;4;0;;yes;;yes;;;;;yes;;;;;yes;;;;;yes;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;yes;anglais;1;yes;yes;;yes;;;;yes;yes;yes;;yes;;;;yes;yes;;;;;dans le but de communiquer et aucune fréquence particulière;yes;c'est plus convivial et fun!!!;692148047;J'abrège de façon a réduire le nombre de caractère utilisé c'est à dire écrire un maximun en restan compréhensible!!! ;21/04/2008 07:21
cmr-slr-c001-p0087;f;18;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac;g;sans;97412;97412;3to5;10to20;no;rare;rare;regul;jms;4;1;2;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;no;;;;;;2;yes;yes;yes;yes;yes;;;no;;;;;;;;yes;yes;yes;yes;;;dans le but de communiquer et d'étudier avec aucune fréquence particulière;no;;692747593,1;je rédige en français avec quelques abréviations, je me fais comprendre mais je limite les caractéres;21/04/2008 07:28
cmr-slr-c001-p0088;f;21;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;;;;bac2;g;sans;97410;97430;more5;20to50;no;jms;rare;rare;regul;3;2;1;0;0;;yes;;yes;;;;;;yes;;;;yes;;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;yes;anglais;1;yes;;yes;;;yes;magazine;no;;;;;;;;no;;;;;;;no;;; synthétisé, rapide et compréhensible;21/04/2008 07:31
cmr-slr-c001-p0089;m;23;;;;yes;malgache;;;yes;;;;yes;yes;;;;;yes;;;bac2;g;sans;97441;97400;3to5;10to20;no;rare;jms;jms;jms;4;1;2;3;5;à d'autres personnes qui m'envoient de SMS;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;no;;;;;;1;yes;;yes;;;;;no;;;;;;;;no;;;;;;;no;;;j'écrit des SMS en français mais sauf qu'il y a certains mots que j'ecris en abréviation. Par example au lieu d'écrire (mais) des fois j'écris (mé) pour dire plus de chose en moins de caractère.;21/04/2008 09:21
cmr-slr-c001-p0090;f;20;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac1;g;sans;97490;97490;more5;20to50;yes;jms;regul;regul;regul;0;1;2;0;5;Répondre à une petite annonce;no;;;;;;;;;;;;;;;;;;;;;;;moy;yes;;;;;no;;;;;;3;;;yes;;yes;yes;des notes de cours;no;;;;;;;;yes;yes;yes;yes;yes;prise de notes en cours;Pour communiquer avec mes amis, écrire ce aue je pense. En tout, presque tous les jours;no;;;Je n'aime pas les abréviations, je n'en mets que le moins possible, pour qu'ils ne contiennent pas trop de caractères. J'écris en général d'abord les mots en entier, puis les raccourcis si je dépasse la limite d'un seul sms.;21/04/2008 09:33
cmr-slr-c001-p0091;f;20;;;yes;;;;;yes;;;;yes;yes;;;;;yes;;;bac2;g;sans;97490;97490;more5;10to20;yes;jms;rare;regul;rare;4;2;1;3;0;;yes;;yes;yes;;;;;yes;;;;;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;ANGLAIS;2;;yes;yes;;yes;;;no;;;;;;;;no;;;;;;;no;;;ABREGE ;21/04/2008 10:38
cmr-slr-c001-p0092;m;20;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac2;g;sans;97490;97490;more5;20to50;yes;tsjours;rare;regul;rare;4;1;2;5;5;ce formulaire est difficile à remplir;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;yes;yes;yes;yes;yes;anglais;2;yes;;yes;;yes;;;no;;;;;;;;yes;yes;yes;;yes;cours;prendre les cours, question un peu inutile pour un étudiant;no;;;j'écris d'abord en français sans faute, et puis si le sms est trop long et que je vois que je peux le raccourcir ben je fait du sms et je change de langue   pour réduire le nombre de caractère.Ainsi payer moins cher;21/04/2008 10:43
cmr-slr-c001-p0093;f;21;;yes;;;;;;yes;;;;yes;;;;;;yes;;;bac;g;sans;97420;97490;3to5;10to20;no;jms;jms;tsjours;tsjours;3;1;2;0;1;cousins cousines;yes;;yes;yes;;;;yes;yes;;;yes;yes;yes;;;;yes;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;;;;yes;;;;yes;;;;yes;;;;yes;yes;;;;;Pour des messages à mes amies ou amis et écrire des chansons.;no;;692535520;Parfois je les écris de facon très soutenues mais aussi avec beaucoup d'abréviations par soucis de place;21/04/2008 11:46
cmr-slr-c001-p0094;f;20;;yes;;;;;yes;;;;;yes;;;;;;;;;bac;g;sans;97420;97490;more5;50to100;no;rare;jms;rare;rare;3;2;1;4;5;amis des amis;no;;;;;;;;;;;;;;;;;;;;;;;moy;;;yes;;;yes;;yes;yes;;;0;;;;;;;;no;;;;;;;;yes;yes;;;yes;COURS;POUR APPRENDRE TOUS LES JOURS;yes;LES PETITS MOTS;692832072;;21/04/2008 11:47
cmr-slr-c001-p0095;f;20;;;yes;;;;;yes;;;;yes;yes;;;;;yes;;;bac3;g;sans;97490;97490;more5;20to50;no;jms;rare;tsjours;jms;4;2;1;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;yes;;yes;yes;;;1;yes;;yes;yes;yes;;;no;;;;;;;;yes;yes;;yes;yes;comptes rendus de travaux pratiques en cours;retranscrire mes idées sur les expériences faites en cours, communiquer avec ma famille, écrire des poèmes personnels, établir des plannings. fréquence : tous les jours.;no;;;"j'essaye d'écrire le moins souvent possible en ""langage sms"", je préfère écrire en bon français parce que ça me gêne parfois, surtout si c'est avec une personne que je connais peu.Mais dans l'ensemble je trouve que j'écris en français correct en sms.";21/04/2008 13:22
cmr-slr-c001-p0096;f;18;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;lyc;g;sans;97429;97410;more5;20to50;no;rare;rare;rare;jms;0;1;2;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;;;;yes;yes;;;yes;yes;;;yes;;;;no;;;;;;;no;;;au plus court;21/04/2008 13:44
cmr-slr-c001-p0097;f;28;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;col;p;sans;97429;;more5;50to100;no;tsjours;rare;rare;jms;0;1;2;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;;;;yes;yes;;;yes;yes;;;yes;;;;no;;;;;;;no;;;au plus court;21/04/2008 13:48
cmr-slr-c001-p0098;f;20;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac2;g;sans;97460;97490;3to5;10to20;no;rare;jms;rare;rare;4;2;3;0;1;petit ami;yes;;yes;yes;;;;yes;yes;;;;;yes;;;;;yes;;;;;fac;;yes;;;;yes;;yes;yes;;;3;;yes;yes;;yes;;;yes;;;yes;;yes;;;yes;yes;;;;;rappels, notes;yes;rappels, notes;;optimiser l'espace et le nombre de lettre;21/04/2008 18:30
cmr-slr-c001-p0099;m;26;;yes;;;;;yes;;;;;yes;yes;;;;yes;yes;;;bac3;g;sans;97424;97430;more5;5to10;no;tsjours;rare;tsjours;jms;4;2;1;3;5;sms pour consultation de compte;yes;;yes;;;;;yes;;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;yes;;;;no;;;;;;;;yes;yes;;;;;les petits sont destinés à ma femme, j'écris tous les jours;no;;;;21/04/2008 18:48
cmr-slr-c001-p0100;f;20;;yes;;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac1;g;sans;97400;97400;more5;more100;no;rare;rare;tsjours;regul;0;1;2;3;0;;yes;;yes;yes;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;5;;;yes;;;;;yes;;;yes;;;;;yes;yes;yes;;;;pour prendre des notes ou un numéro de tel;no;;;ben il faudrait que les sms soit accez peti mai qon peu dire beaucou de choz en mm tp;22/04/2008 13:27
cmr-slr-c001-p0101;f;18;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac1;g;sans;97490;97490;3to5;5to10;no;rare;jms;regul;jms;0;1;2;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;no;;;;;;2;yes;yes;yes;yes;yes;;;no;;;;;;;;yes;yes;;yes;yes;"outre les cours, des ""histoires"" publiées sur un site internet partagé avec des amis";En général, tous les jours;no;;;Certains mots conservent leur orthographe normale, d'autres sont sous forme de squelettes consonantiques. Ils sont parfois sous forme d'abréviations, ou bien certaines syllabes sont remplacées par des chiffres ou une lettre unique. La ponctuation est toujours très présente (surtout les points d'exclamation), en revanche presque aucune majuscule n'apparaît.;22/04/2008 17:06
cmr-slr-c001-p0102;f;17;;yes;yes;;;;yes;;;;;;yes;;;;;yes;;;lyc;g;sans;97418;;3to5;50to100;no;regul;rare;rare;jms;0;2;3;4;1;chéri;yes;;;yes;;;;;yes;;;;;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;pour le travail, passer des informations, ou me libérer en écrivant;no;;;rapidement ms avec le tps d'approfondir ma façon de voir les choses qd il s'agit d'affaires importantes et de pouvoir donner mes arguments sans être dérangé;22/04/2008 17:07
cmr-slr-c001-p0103;m;18;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;;;;bac1;g;sans;97410;97470;3to5;5to10;no;rare;regul;rare;rare;4;1;2;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;yes;;yes;yes;;;4;yes;;yes;;;;;no;;;;;;;;yes;;;;yes;devoirs;devoirs;no;;;rapide;22/04/2008 20:02
cmr-slr-c001-p0104;f;18;;yes;;;;;yes;;;;;yes;yes;;;;;yes;;;bac1;g;sans;97450;97430;more5;10to20;no;tsjours;jms;rare;tsjours;0;4;3;2;1;chéri;yes;;yes;yes;yes;espagnol;;yes;;;;;yes;;;;;yes;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;4;;;;yes;yes;;;no;;;;;;;;yes;yes;yes;;;;"pour recopier les cours à la fac pendant environ trois à quatre heures par jour; pour passer des petits mots aux copines de temps en temps";no;;;plus c'est court et moins sa taxe;22/04/2008 20:03
cmr-slr-c001-p0105;m;19;;yes;;;;;;yes;;;;yes;;;;;;yes;;;bac;g;sans;97431;97490;1to3;less5;no;rare;rare;rare;jms;3;1;2;4;0;;yes;;yes;;;;;;yes;;;;yes;;;;;;yes;;;;;diff;;;yes;;;yes;;yes;yes;;;1;;yes;yes;;;;;no;;;;;;;;no;;;;;;;no;;"0692334124;0692698816";je fais énormément de fautes d'orthographes.;23/04/2008 07:56
cmr-slr-c001-p0106;f;18;;yes;yes;;;;yes;yes;;;;;yes;;;;;yes;;;bac1;g;sans;97470;97490;more5;20to50;no;tsjours;jms;rare;rare;4;1;3;2;5;connaissances;yes;;yes;yes;;;;;yes;;;;;yes;;;;;yes;;;;;moy;;;yes;;;yes;;yes;yes;;;1;yes;;yes;yes;yes;;;no;;;;;;;;yes;yes;;;;;en cours;no;;692618007;abreger pour gagner de la place et donc dépenser moins;23/04/2008 07:57
cmr-slr-c001-p0107;m;19;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac;g;sans;97437;97490;3to5;5to10;no;rare;jms;regul;jms;4;1;2;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;yes;;;;yes;anglais;1;;yes;yes;;yes;;;no;;;;;;;;yes;yes;;;;;aide mémoire;no;;692334124,1;nan;23/04/2008 08:03
cmr-slr-c001-p0108;f;21;;;;yes;gujrati;;;yes;yes;hindi anglais malgache urdu;;;yes;;;;;yes;;;bac3;g;sans;97490;97490;more5;50to100;no;rare;jms;tsjours;rare;0;2;3;4;1;mon chéri;yes;;;yes;yes;gujrati hindi;;;yes;;;;;yes;;;;;yes;;;yes;anglais gujrati hindi urdu;fac;;yes;;yes;anglais gujrati hindi urdu;yes;;;yes;yes;malgache gujrati hindi urdu anglais;5;;;;;yes;;;no;;;;;;;;yes;yes;yes;yes;yes;rappels etc;alléger mon coeur ou dire a quelqu'un que je tiens a elle ou pour me rappeler ce que je dois faire etc;no;;;tro dabréviation trè peu de personnes comprennent je lé écris très vite;23/04/2008 15:28
cmr-slr-c001-p0109;f;18;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac1;g;sans;97460;;more5;20to50;no;rare;jms;rare;jms;5;3;2;4;1;petit ami;yes;;yes;yes;;;;;yes;;;;;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;3;yes;;;;yes;yes;cours;no;;;;;;;;yes;yes;yes;;;;Une fois par jour pour informer;yes;plus rarement pour le même but;;le plus de choses possibles en peu de caractère. Beaucoup d'abréviations.;23/04/2008 15:42
cmr-slr-c001-p0110;m;19;;yes;;;;;yes;;;;;;yes;;;;;yes;;;bac1;g;sans;97435;97490;more5;20to50;no;jms;jms;rare;rare;0;1;2;3;0;;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;4;;yes;;;yes;;;no;;;;;;;;yes;;yes;;;;cours, devoirs... et tous les jours;no;;;"Rapide, avec des abréviations et des ""smile""";23/04/2008 16:11
cmr-slr-c001-p0111;f;23;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac4;g;sans;97430;97490;more5;50to100;no;regul;regul;tsjours;rare;4;1;3;2;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;;yes;;;yes;yes;;;;yes;;;yes;yes;yes;;;COURS;COURS, tous les jours;yes;COURS, entre amis;;simple et rapide;23/04/2008 18:32
cmr-slr-c001-p0112;m;15;;;yes;;;;yes;yes;;;;yes;yes;;;;;yes;yes;allemand anglais;lyc;g;sans;97490;97490;more5;10to20;no;tsjours;rare;regul;regul;5;1;2;3;5;ennemis xD;no;;;;;;;;;;;;;;;;;;;;;;;fac;yes;;;;;yes;;yes;yes;yes;allemand anglais;3;;;yes;;;;;no;;;;;;;;yes;;;;yes;notes de cours.;tous les jours;yes;Lorsqu'on me parle créole  je réponds en créole mais vu que ce questionnaire est en francais réponses en francais;;j'écris de manière normale soit en français quand je ne suis pas pressé mais jékri en sms qd je ne le ssui pa;23/04/2008 19:15
cmr-slr-c001-p0113;f;18;;;yes;;;;yes;;;;;;yes;;;;;yes;;;bac1;g;sans;97418;97430;3to5;50to100;no;regul;rare;regul;jms;4;1;2;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;no;;;;;;3;yes;;yes;;yes;;;no;;;;;;;;yes;yes;yes;;;;tout les jours pour les études ;no;;;trés abréger;23/04/2008 20:07
cmr-slr-c001-p0114;m;22;;;yes;;;;;yes;;;;yes;yes;yes;anglais et portugais;;;yes;;;bac4;g;admin;97490;97493;1to3;10to20;no;regul;rare;regul;regul;0;1;2;0;0;;yes;;yes;yes;yes;anglais et/ou portugais;;;yes;yes;anglais;;;yes;yes;anglais;;;yes;;;;;moy;;yes;;;;yes;;yes;yes;yes;anglais;1;yes;;yes;yes;yes;;;yes;;;;yes;yes;;;yes;yes;;;yes;poèmes, textes divers, travaux de recherche, notes en tous genres;"But de mémorisation, recherche artistique, travail ; quotidiennement.";yes;Oui mais dans les SMS, jeu avec les camarades;692029778;J'aime utiliser des mots qui n'existent pas, en inventer souvent... pourtant la personne à qui cela s'adresse comprend.;24/04/2008 07:03
cmr-slr-c001-p0115;f;20;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac2;g;sans;97440;97400;more5;less5;no;rare;regul;tsjours;rare;4;1;2;3;0;;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;moy;yes;;;;;yes;;yes;yes;;;3;yes;;yes;;yes;yes;magazine;no;;;;;;;;yes;;;;yes;cours;tous les jours environ quatre heures par jour;no;;;;24/04/2008 08:09
cmr-slr-c001-p0116;f;19;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac2;g;comm;97438;97400;more5;10to20;no;jms;rare;regul;jms;3;2;1;5;4;les connaissances;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;yes;;yes;yes;;;1;;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;Transmettre un message à mon interlocuteur pour ne pas gêner ou me faire entendre des autres.;yes;Quelques fois, j'écris en créole parce que les mots sont plus courts et font plus appel à la phonétique qu'à l'orthographe.;692776681,1;Si mon message est long, je vais utiliser le plus d'abréviations et de mots en créole, généralement plus courts pour éviter que mon texte dépasse un ou deux messages. Si mon message est court, en fonction de la personne à laquelle je l'envoie, j'écris en toute lettre ou alors en abrégé.;24/04/2008 11:17
cmr-slr-c001-p0117;m;20;;;yes;;;;;yes;;;;;yes;;;;;yes;yes;anglais;bac2;g;sans;97400;97490;1to3;20to50;no;tsjours;regul;tsjours;rare;4;1;3;2;0;;yes;;;yes;yes;anglais;;;yes;;;;;yes;;;;;yes;;;;;moy;;yes;;;;yes;;;yes;yes;anglais;1;yes;;yes;yes;yes;;;no;;;;;;;;yes;yes;yes;;;;échange, deux ou trois fois par jour;no;;;Globalement en francais correct sauf lorsque le sms risque d'exceder sa taille minimale (un message);25/04/2008 10:01
cmr-slr-c001-p0118;f;21;;;yes;;;;;yes;yes;japonais anglais;;yes;yes;yes;japonais anglais;;;yes;;;bac3;g;sans;97430;97430;3to5;more100;yes;regul;rare;regul;jms;5;1;2;3;4;connaissance;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;japonais anglais;2;yes;;;;yes;;;no;;;;;;;;yes;yes;yes;;yes;poêmes,rédaction;soit dans le cadre de travaux pour la fac soit selon mes etats d'humeurs et de la personne avec qui je parle;yes;surtout en langage sms (abréviation) mais surtout pour rire vu que je suis metropolitaine;;;25/04/2008 12:24
cmr-slr-c001-p0119;f;17;;;yes;;;;;yes;;;;yes;yes;;;;;yes;;;lyc;g;sans;97419;97419;more5;50to100;no;jms;jms;rare;jms;0;1;2;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;no;;;;;;1;;;;;yes;yes;des documents dans les manuels scolaires;no;;;;;;;;yes;;yes;;;cours;pour travailler sept heures par jour;no;;;Beaucoup d'abréviations et d'émoticônes, des étirements.;26/04/2008 08:44
cmr-slr-c001-p0120;f;20;;yes;yes;;;;yes;;;;;yes;yes;;;;;yes;;;bac3;g;sans;97420;97715;3to5;20to50;no;rare;rare;tsjours;regul;5;1;3;0;0;;yes;;yes;yes;yes;anglais;;;yes;;;;yes;yes;;;;;yes;;;;;moy;;yes;;;;yes;;yes;yes;yes;anglais;2;yes;yes;yes;;yes;yes;magazine féminin;yes;;;;;;yes;les magazine créole que l'on trouve à la médiathèque du Port ;yes;yes;yes;;yes;les cours, la rédaction de dossiers;tout les jours ;yes;dans les pti mots qu'on s'échange avec ma meilleure amie, ou ceux que je laisse à ma famille;;;26/04/2008 09:41
cmr-slr-c001-p0121;f;19;;yes;yes;;;;yes;;;;;yes;yes;;;;;yes;;;bac1;g;sans;97470;97490;3to5;less5;no;tsjours;rare;jms;jms;4;1;2;3;0;;yes;;yes;;;;;yes;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;2;;;yes;yes;;yes;leçon;no;;;;;;;;yes;yes;;;yes;cours scolaires;il faut s'exercer à l'écriture;yes;"petit mot

";; le plus compréhensible , le moins long possible;26/04/2008 12:58
cmr-slr-c001-p0122;f;19;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac1;p;sans;97490;97490;more5;20to50;no;regul;jms;regul;regul;4;1;2;3;0;;yes;;yes;yes;;;;yes;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;anglais;1;yes;;yes;;yes;;;no;;;;;;;;yes;;yes;;;;pour tenir informer mon destinataire frequence :souvent;yes;ben parce ke c ma langue maternelle et paternelle souven jecri en creole;;ben tt depend pour ki le message est envoyé si c un ami otan etre precis et concis dc court sinon ca fo mieu etre un pe plus long;26/04/2008 18:54
cmr-slr-c001-p0123;f;20;;yes;;;;;;yes;;;;;yes;;;;;yes;;;bac2;g;sans;97438;97440;more5;more100;no;rare;rare;rare;rare;0;2;1;3;4;professeur;yes;;yes;;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;yes;;;;;;;no;;;;;;;;yes;yes;yes;;yes;école;aucun but frequence une heure;no;;;non;27/04/2008 10:25
cmr-slr-c001-p0124;f;16;;;yes;;;;;yes;;;;;yes;;;;;yes;;;lyc;g;sans;97490;97490;3to5;5to10;no;regul;rare;regul;rare;4;1;3;2;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;yes;;yes;yes;;;5;yes;;yes;yes;yes;;;no;;;;;;;;yes;yes;;yes;;;Pour exprimer mes sentiments;no;;;;27/04/2008 19:17
cmr-slr-c001-p0125;f;47;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac5+;g;inf;97490;97866;3to5;20to50;no;jms;jms;rare;jms;0;3;2;4;1;amoureux;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;no;;;;;;2;yes;yes;;;yes;;;no;;;;;;;;yes;;yes;;yes;dossiers à remplir au travail;"but professionnel
fréquence quotidienne";no;;692507973;De façon ludique et à économiser le nombre de signes;28/04/2008 10:07
cmr-slr-c001-p0126;m;21;;yes;yes;;;;yes;yes;yes;shimaoré;;;;yes;shimaore;;;;yes;shimaore;bac1;g;sans;97490;ecole;3to5;50to100;no;regul;rare;tsjours;tsjours;0;1;2;0;5;mes idoles;yes;;;;yes;shimaoré;;;yes;;;;;;yes;shimaoré;;;;yes;néant;;;fac;;yes;;;;yes;;yes;yes;;;0.5;;;;;yes;;;yes;yes;;;;;;;yes;;yes;;;;pour le plaisir et cest en trente minuites maxi;yes;oui pour des sms ou evaluer mon capital redactionel;0692492378,0692962652,0692464546,0693016084;;28/04/2008 11:13
cmr-slr-c001-p0127;m;18;;yes;;;;;;yes;;;;yes;yes;;;;;yes;;;lyc;g;sans;97480;97480;3to5;5to10;no;rare;jms;tsjours;jms;0;1;2;3;0;;yes;;yes;;;;;yes;;;;;yes;;;;;;yes;;;;;moy;;;yes;;;yes;;yes;yes;;;2;yes;;yes;;yes;;;no;;;;;;;;no;;;;;;;no;;;vite;29/04/2008 12:50
cmr-slr-c001-p0128;f;58;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac5+;g;cadre;97436;97400;1to3;5to10;no;rare;jms;tsjours;rare;0;1;3;2;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;yes;;;;;no;;;;;;1;yes;;;;yes;;;yes;;;;yes;yes;;;yes;yes;yes;;;;envoi de lettres par courrier postal. Divers petites notes pour aider ma mémoire;yes;Parfois, pour le plaisir, comme langue que j'ai apprise  et sur laquelle j'ai fait des études;;J'écris les SMS comme tout texte de français écrit. Je n'ai pas envie de donner une autre forme à la langue, c'est pour moi une question de respect pour cette langue que j'aime.;29/04/2008 14:06
cmr-slr-c001-p0129;f;20;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac1;g;sans;97430;97430;3to5;10to20;no;rare;rare;regul;jms;0;2;3;5;1;mon copain;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;;yes;yes;mes cours;no;;;;;;;;yes;;yes;;;mes cours;"pour les cours!!
des lettres pour mes amis une fois tous les deux mois!!";no;;692879437,1;j'ecris en abreger en fonction de la personne avec qui je parle!!de facon la plus rapide possible!;29/04/2008 14:44
cmr-slr-c001-p0130;m;25;;yes;;;;;yes;yes;;;;yes;yes;;;;yes;yes;yes;Anglais;bac2;g;cadre;97438;97438;more5;20to50;no;regul;regul;tsjours;rare;0;2;1;3;0;;yes;;yes;yes;;;;yes;yes;;;;yes;;;;;yes;yes;;;;;fac;;yes;;;;yes;;yes;yes;;;2;yes;;yes;;;;;no;;;;;;;;yes;yes;;;yes;Note de travail;Prise de note, réalisation de compte rendu, de façon quotidienne.;no;;692025719;Le SMS doit être court, et écrit en quelques dizaines de secondes;29/04/2008 14:52
cmr-slr-c001-p0131;f;18;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac1;g;sans;97430;97430;3to5;5to10;no;jms;jms;regul;jms;0;4;1;5;2;mon copain;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;2;yes;yes;yes;yes;yes;yes;mes cours;yes;;;yes;yes;yes;;;yes;;yes;;;mes cours;"les cours tous les jours
une fois tous les trois voir quatre mois";no;;692328697;j'ecris en abreger mais varie d'un message à un autre;29/04/2008 14:53
cmr-slr-c001-p0132;m;12;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;col;g;sans;97400;;1to3;5to10;no;tsjours;regul;tsjours;jms;3;1;2;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;;yes;yes;;yes;;;no;;;;;;;;yes;yes;;;;;Une fois par semaine;no;;;;29/04/2008 15:24
